Time,Input,Output
3.02E-05,-0.9583334,0.6875
3.02E-05,-0.9583334,0.6666667
3.02E-05,-0.9583334,0.6875
3.02E-05,-0.9791667,0.6875
3.02E-05,-0.9375,0.6875
3.02E-05,-0.9583334,0.6875
3.02E-05,-0.9583334,0.6875
3.02E-05,-0.9583334,0.6875
3.02E-05,-0.9583334,0.6875
3.02E-05,-0.9583334,0.6666667
3.02E-05,-0.9583334,0.7083333
3.02E-05,-0.9375,0.6666667
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6666667
3.03E-05,-0.9375,0.6875
3.03E-05,-0.9583334,0.6666667
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9791667,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9791667,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9375,0.6875
3.03E-05,-0.9375,0.6666667
3.03E-05,-0.9791667,0.6875
3.03E-05,-0.9583334,0.6666667
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6666667
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.7083333
3.03E-05,-0.9791667,0.6875
3.03E-05,-0.9375,0.7083333
3.03E-05,-0.9791667,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9791667,0.6875
3.03E-05,-0.9583334,0.6875
3.03E-05,-0.9583334,0.6666667
3.03E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.7083333
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.7083333
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.7083333
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9375,0.7083333
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6666667
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9791667,0.6875
3.04E-05,-0.9583334,0.6875
3.04E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9375,0.6875
3.05E-05,-0.9375,0.6666667
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9375,0.7083333
3.05E-05,-0.9375,0.7083333
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6666667
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9375,0.6875
3.05E-05,-0.9375,0.7083333
3.05E-05,-0.9375,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9791667,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9375,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.05E-05,-0.9583334,0.6875
3.05E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9375,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9375,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9375,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9375,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9375,0.7083333
3.06E-05,-0.9583334,0.7083333
3.06E-05,-0.9583334,0.6875
3.06E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9791667,0.7083333
3.07E-05,-0.9791667,0.6875
3.07E-05,-0.9375,0.6875
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9791667,0.7083333
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9791667,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9791667,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.6875
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9375,0.7291666
3.07E-05,-0.9583334,0.7083333
3.07E-05,-0.9583334,0.7291666
3.07E-05,-0.9375,0.7083333
3.07E-05,-0.9375,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9375,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9375,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9375,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9375,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9791667,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7291666
3.08E-05,-0.9375,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9791667,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9791667,0.7291666
3.08E-05,-0.9583334,0.7083333
3.08E-05,-0.9583334,0.7083333
3.09E-05,-0.9791667,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9375,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9375,0.7083333
3.09E-05,-0.9583334,0.7291666
3.09E-05,-0.9791667,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9375,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9375,0.7291666
3.10E-05,-0.9375,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9375,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9791667,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.75
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9791667,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9375,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9791667,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.75
3.10E-05,-0.9375,0.7083333
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7291666
3.10E-05,-0.9583334,0.7083333
3.10E-05,-0.9375,0.7291666
3.10E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9375,0.7291666
3.11E-05,-0.9375,0.7291666
3.11E-05,-0.9583334,0.7083333
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9375,0.7291666
3.11E-05,-0.9375,0.7291666
3.11E-05,-0.9583334,0.7083333
3.11E-05,-0.9375,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9791667,0.75
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.75
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7083333
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.75
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.75
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.75
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.75
3.11E-05,-0.9583334,0.7083333
3.11E-05,-0.9375,0.7291666
3.11E-05,-0.9583334,0.7083333
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9583334,0.7291666
3.11E-05,-0.9791667,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9791667,0.7291666
3.12E-05,-0.9583334,0.7083333
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9791667,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7083333
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9791667,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9375,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7083333
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9791667,0.7291666
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9791667,0.7291666
3.12E-05,-0.9791667,0.7083333
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9791667,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.75
3.12E-05,-0.9583334,0.7291666
3.12E-05,-0.9583334,0.75
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.75
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.75
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9791667,0.7083333
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.75
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-1,0.7291666
3.13E-05,-0.9791667,0.75
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7083333
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.75
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9791667,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9583334,0.7291666
3.13E-05,-0.9791667,0.75
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.75
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.7083333
3.14E-05,-0.9583334,0.75
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.7291666
3.14E-05,-0.9583334,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9583334,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.75
3.14E-05,-0.9791667,0.7291666
3.14E-05,-0.9791667,0.7291666
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7083333
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-1,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7083333
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9583334,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9583334,0.75
3.15E-05,-0.9583334,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9583334,0.75
3.15E-05,-0.9791667,0.7291666
3.15E-05,-0.9791667,0.75
3.15E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-1,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-1,0.7291666
3.16E-05,-0.9583334,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9583334,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.7708333
3.16E-05,-0.9583334,0.75
3.16E-05,-1,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9583334,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-1,0.75
3.16E-05,-0.9583334,0.75
3.16E-05,-0.9583334,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9583334,0.75
3.16E-05,-0.9583334,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-1,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.75
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9791667,0.7291666
3.16E-05,-0.9583334,0.75
3.17E-05,-0.9791667,0.75
3.17E-05,-0.9791667,0.7291666
3.17E-05,-0.9791667,0.75
3.17E-05,-0.9791667,0.75
3.17E-05,-0.9791667,0.75
3.17E-05,-0.9791667,0.7708333
3.17E-05,-1,0.7291666
3.17E-05,-0.9791667,0.75
3.17E-05,-0.9791667,0.75
3.17E-05,-0.9791667,0.7708333
