Time,Input,Output
1.33E-05,-0.7708334,0
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.75,0
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,0
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.75,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.75,-0.020833334
1.34E-05,-0.7916667,0
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.75,0
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,0
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7916667,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.34E-05,-0.7708334,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,0
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,0
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7708334,0
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.041666668
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.041666668
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,0
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,0
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,0
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,0
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,0
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.75,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.8125,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.041666668
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7708334,-0.041666668
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.35E-05,-0.7708334,-0.020833334
1.35E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.041666668
1.36E-05,-0.7708334,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7708334,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,0
1.36E-05,-0.7916667,0
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7708334,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,-0.020833334
1.36E-05,-0.7916667,0
1.36E-05,-0.7708334,0
1.37E-05,-0.7708334,-0.020833334
1.37E-05,-0.7916667,0
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7708334,0
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,0
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7708334,0
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,0
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,0
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,0
1.37E-05,-0.8333333,-0.020833334
1.37E-05,-0.7708334,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,0
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.8125,-0.041666668
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,0
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.8125,-0.020833334
1.37E-05,-0.7916667,-0.020833334
1.37E-05,-0.8125,0
1.37E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.041666668
1.38E-05,-0.7916667,0
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.8125,0
1.38E-05,-0.7916667,0
1.38E-05,-0.7916667,-0.041666668
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,0
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,0
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,0
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.8125,0
1.38E-05,-0.8125,0
1.38E-05,-0.7708334,0
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,0
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,0
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.041666668
1.38E-05,-0.7916667,0
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.7916667,-0.041666668
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.38E-05,-0.8125,-0.041666668
1.38E-05,-0.7916667,-0.020833334
1.38E-05,-0.8125,-0.020833334
1.39E-05,-0.8333333,0
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.8125,-0.041666668
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.7916667,-0.041666668
1.39E-05,-0.7916667,0
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.8125,0
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.7916667,-0.041666668
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,0
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.8125,0
1.39E-05,-0.7916667,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,0
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.7916667,0
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,0
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,0
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8333333,0
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,-0.020833334
1.39E-05,-0.8125,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8333333,-0.041666668
1.40E-05,-0.8333333,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.041666668
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.7916667,-0.041666668
1.40E-05,-0.8125,-0.041666668
1.40E-05,-0.8333333,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8333333,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,0
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,0
1.40E-05,-0.8125,-0.041666668
1.40E-05,-0.7916667,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,0
1.40E-05,-0.8125,-0.041666668
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.40E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,0
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8333333,-0.041666668
1.41E-05,-0.8125,0
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.7916667,-0.041666668
1.41E-05,-0.8125,-0.041666668
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8333333,-0.041666668
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.041666668
1.41E-05,-0.8125,-0.041666668
1.41E-05,-0.8333333,-0.041666668
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.041666668
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,0
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8125,0
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8333333,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,0
1.41E-05,-0.8125,0
1.41E-05,-0.8333333,0
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8125,-0.020833334
1.41E-05,-0.8333333,0
1.41E-05,-0.8125,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,0
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.041666668
1.42E-05,-0.8333333,-0.041666668
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.041666668
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.041666668
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,0
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.041666668
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8333333,-0.020833334
1.42E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,0
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8125,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.041666668
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8125,-0.020833334
1.43E-05,-0.8333333,-0.020833334
1.43E-05,-0.8333333,0
1.43E-05,-0.8333333,-0.020833334
1.44E-05,-0.8125,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8125,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8125,-0.041666668
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8125,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,0
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8125,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,0
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8541667,-0.041666668
1.44E-05,-0.8541667,0
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8125,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8541667,-0.020833334
1.44E-05,-0.8333333,-0.041666668
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8333333,-0.020833334
1.44E-05,-0.8125,-0.041666668
1.44E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,0
1.45E-05,-0.8541667,-0.041666668
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8125,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8125,-0.041666668
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8125,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8541667,-0.041666668
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8541667,0
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8333333,-0.041666668
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8125,-0.041666668
1.45E-05,-0.8541667,-0.041666668
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8541667,-0.041666668
1.45E-05,-0.8541667,0
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8333333,-0.020833334
1.45E-05,-0.8541667,-0.020833334
1.45E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8541667,0
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8333333,-0.041666668
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8333333,-0.041666668
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.041666668
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8541667,-0.041666668
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8333333,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.041666668
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8541667,-0.020833334
1.46E-05,-0.8333333,-0.041666668
1.46E-05,-0.8333333,-0.041666668
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8333333,-0.041666668
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.041666668
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8333333,-0.041666668
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.041666668
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8333333,-0.041666668
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.041666668
1.47E-05,-0.8541667,0
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8333333,0
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,0
1.47E-05,-0.8541667,-0.041666668
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.875,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8333333,-0.041666668
1.47E-05,-0.8333333,-0.041666668
1.47E-05,-0.8333333,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,-0.020833334
1.47E-05,-0.8541667,0
1.47E-05,-0.8333333,-0.020833334
