Time,Input
0.0,-0.0003422351445489955
1e-09,-0.00035616640733225933
2e-09,-0.00037062770120352125
3.0000000000000004e-09,-0.00038563759599255694
4e-09,-0.00040121524664254787
5e-09,-0.0004173804090900277
6.000000000000001e-09,-0.0004341534564805849
7.000000000000001e-09,-0.0004515553957239617
8e-09,-0.000469607884392089
9.000000000000001e-09,-0.0004883332479635014
1e-08,-0.0005077544974174622
1.1000000000000001e-08,-0.0005278953471810146
1.2000000000000002e-08,-0.0005487802334320488
1.3e-08,-0.0005704343327613476
1.4000000000000001e-08,-0.0005928835811964316
1.5000000000000002e-08,-0.0006161546935898814
1.6e-08,-0.0006402751833746548
1.7e-08,-0.000665273382688759
1.8000000000000002e-08,-0.0006911784628714696
1.9e-08,-0.0007180204553330974
2e-08,-0.0007458302728001288
2.1000000000000003e-08,-0.0007746397309373622
2.2000000000000002e-08,-0.0008044815703484609
2.3e-08,-0.0008353894789561138
2.4000000000000003e-08,-0.0008673981147628018
2.5000000000000002e-08,-0.0009005431289928991
2.6e-08,-0.0009348611896166098
2.7e-08,-0.0009703900052560061
2.8000000000000003e-08,-0.00100716834947313
2.9e-08,-0.0010452360854398914
3.0000000000000004e-08,-0.0010846341909891708
3.1e-08,-0.0011254047840462873
3.2e-08,-0.0011675911484396373
3.3000000000000004e-08,-0.0012112377600890431
3.4e-08,-0.0012563903135699862
3.5e-08,-0.0013030957490515929
3.6000000000000005e-08,-0.0013514022796058775
3.7e-08,-0.0014013594188853921
3.8e-08,-0.0014530180091660754
3.9000000000000005e-08,-0.00150643024975169
4e-08,-0.0015616497257358712
4.1e-08,-0.0016187314371173993
4.2000000000000006e-08,-0.0016777318282638809
4.3e-08,-0.0017387088177186218
4.4000000000000004e-08,-0.0018017218283450259
4.5000000000000006e-08,-0.0018668318178024132
4.6e-08,-0.0019341013093466673
4.7000000000000004e-08,-0.0020035944229487173
4.8000000000000006e-08,-0.0020753769067232727
4.9e-08,-0.0021495161686598636
5.0000000000000004e-08,-0.0022260813086476083
5.1e-08,-0.0023051431507847427
5.2e-08,-0.00238677427596328
5.3000000000000005e-08,-0.00247104905471878
5.4e-08,-0.002558043680334531
5.5e-08,-0.002647836202188975
5.6000000000000005e-08,-0.0027405065593345914
5.7e-08,-0.0028361366142959084
5.8e-08,-0.002934810187073673
5.9000000000000006e-08,-0.0030366130893416635
6.000000000000001e-08,-0.0031416331588219994
6.1e-08,-0.0032499602938241474
6.2e-08,-0.0033616864879322562
6.300000000000001e-08,-0.0034769058648247615
6.4e-08,-0.003595714713209596
6.5e-08,-0.0037182115218576126
6.600000000000001e-08,-0.003844497014716301
6.7e-08,-0.003974674186084996
6.8e-08,-0.004108848335832322
6.900000000000001e-08,-0.0042471271046357695
7e-08,-0.004389620509222666
7.1e-08,-0.0045364409775910585
7.200000000000001e-08,-0.004687703384188438
7.3e-08,-0.004843525085025319
7.4e-08,-0.005004025952700173
7.500000000000001e-08,-0.005169328411311335
7.6e-08,-0.005339557471230895
7.7e-08,-0.005514840763714726
7.800000000000001e-08,-0.005695308575322186
7.9e-08,-0.005881093882118239
8e-08,-0.006072332383629918
8.100000000000001e-08,-0.0062691625365285325
8.2e-08,-0.006471725588008009
8.3e-08,-0.006680165608829164
8.400000000000001e-08,-0.006894629525999026
8.500000000000001e-08,-0.007115267155053347
8.6e-08,-0.0073422312319100045
8.700000000000001e-08,-0.0075756774442599355
8.800000000000001e-08,-0.00781576446246185
8.9e-08,-0.008062653969905898
9.000000000000001e-08,-0.008316510692811063
9.100000000000001e-08,-0.008577502429419988
9.2e-08,-0.008845800078554643
9.300000000000001e-08,-0.00912157766749508
9.400000000000001e-08,-0.009405012379143244
9.5e-08,-0.009696284578432732
9.600000000000001e-08,-0.009995577837945127
9.700000000000001e-08,-0.010303078962692466
9.8e-08,-0.01061897801402495
9.9e-08,-0.010943468332622466
1.0000000000000001e-07,-0.011276746560527557
1.01e-07,-0.011619012662177125
1.02e-07,-0.0119704699443895
1.0300000000000001e-07,-0.012331325075262762
1.04e-07,-0.012701788101939886
1.05e-07,-0.013082072467195551
1.0600000000000001e-07,-0.013472395024799074
1.07e-07,-0.013872976053607142
1.08e-07,-0.014284039270340053
1.0900000000000001e-07,-0.014705811840994138
1.1e-07,-0.01513852439084298
1.11e-07,-0.01558241101297945
1.1200000000000001e-07,-0.01603770927535055
1.13e-07,-0.01650466022623592
1.14e-07,-0.016983508398121638
1.1500000000000001e-07,-0.017474501809919565
1.16e-07,-0.017977891967483048
1.17e-07,-0.01849393386236907
1.1800000000000001e-07,-0.01902288596879701
1.1900000000000001e-07,-0.019565010238753806
1.2000000000000002e-07,-0.02012057209519541
1.21e-07,-0.020689840423294133
1.22e-07,-0.021273087559681585
1.23e-07,-0.02187058927963681
1.24e-07,-0.02248262478216929
1.2500000000000002e-07,-0.02310947667294651
1.2600000000000002e-07,-0.023751430945016028
1.27e-07,-0.02440877695727191
1.28e-07,-0.025081807410615952
1.29e-07,-0.025770818321763894
1.3e-07,-0.02647610899464765
1.31e-07,-0.027197981989364434
1.3200000000000002e-07,-0.027936743088624462
1.33e-07,-0.028692701261649033
1.34e-07,-0.029466168625471544
1.35e-07,-0.030257460403594377
1.36e-07,-0.031066894881955215
1.37e-07,-0.0318947933621571
1.3800000000000002e-07,-0.032741480111917194
1.3900000000000001e-07,-0.03360728231268989
1.4e-07,-0.03449253000442089
1.41e-07,-0.03539755602738957
1.42e-07,-0.036322695961098245
1.43e-07,-0.03726828806016731
1.4400000000000002e-07,-0.038234673187196956
1.4500000000000001e-07,-0.03922219474255696
1.46e-07,-0.04023119859106705
1.47e-07,-0.04126203298553197
1.48e-07,-0.04231504848709655
1.49e-07,-0.04339059788238692
1.5000000000000002e-07,-0.044489036097406585
1.5100000000000002e-07,-0.04561072010815607
1.52e-07,-0.046756008847947915
1.53e-07,-0.04792526311138905
1.54e-07,-0.0491188454550052
1.55e-07,-0.050337120094483385
1.5600000000000002e-07,-0.0515804527985101
1.5700000000000002e-07,-0.05284921077918517
1.58e-07,-0.05414376257899277
1.59e-07,-0.05546447795431314
1.6e-07,-0.05681172775546078
1.61e-07,-0.058185883803236915
1.6200000000000002e-07,-0.059587318761986086
1.6300000000000002e-07,-0.061016406009148906
1.64e-07,-0.06247351950130583
1.65e-07,-0.06395903363670831
1.66e-07,-0.06547332311429675
1.67e-07,-0.06701676278920729
1.6800000000000002e-07,-0.06858972752477072
1.6900000000000002e-07,-0.07019259204101153
1.7000000000000001e-07,-0.0718257307596554
1.71e-07,-0.07348951764565834
1.72e-07,-0.07518432604527113
1.73e-07,-0.07691052852065822
1.7400000000000002e-07,-0.07866849668109015
1.7500000000000002e-07,-0.08045860101073395
1.7600000000000001e-07,-0.08228121069306767
1.77e-07,-0.08413669343194795
1.78e-07,-0.08602541526936378
1.79e-07,-0.08794774039991139
1.8000000000000002e-07,-0.08990403098202909
1.8100000000000002e-07,-0.09189464694603376
1.8200000000000002e-07,-0.09391994579900442
1.83e-07,-0.0959802824265601
1.84e-07,-0.09807600889158469
1.85e-07,-0.10020747422995271
1.8600000000000002e-07,-0.10237502424331436
1.8700000000000002e-07,-0.10457900128900145
1.8800000000000002e-07,-0.10681974406711876
1.89e-07,-0.1090975874048895
1.9e-07,-0.11141286203832584
1.91e-07,-0.11376589439130051
1.9200000000000003e-07,-0.11615700635209689
1.9300000000000002e-07,-0.11858651504752073
1.9400000000000002e-07,-0.12105473261465793
1.95e-07,-0.12356196597036793
1.96e-07,-0.1261085165786049
1.97e-07,-0.12869468021566227
1.98e-07,-0.1313207467334403
1.9900000000000002e-07,-0.1339869998208394
2.0000000000000002e-07,-0.13669371676338507
2.01e-07,-0.13944116820119407
2.02e-07,-0.14222961788539537
2.03e-07,-0.1450593224331215
2.04e-07,-0.14793053108119075
2.0500000000000002e-07,-0.15084348543860251
2.0600000000000002e-07,-0.15379841923797288
2.0700000000000001e-07,-0.15679555808603973
2.08e-07,-0.1598351192133699
2.09e-07,-0.16291731122340525
2.1e-07,-0.1660423338409855
2.1100000000000002e-07,-0.1692103776604915
2.1200000000000002e-07,-0.17242162389375282
2.1300000000000001e-07,-0.1756762441178687
2.14e-07,-0.1789744000230932
2.15e-07,-0.18231624316093797
2.16e-07,-0.1857019146926505
2.1700000000000002e-07,-0.18913154513822555
2.1800000000000002e-07,-0.1926052541261133
2.1900000000000002e-07,-0.19612315014378745
2.2e-07,-0.19968533028934105
2.21e-07,-0.2032918800242788
2.22e-07,-0.20694287292767763
2.2300000000000002e-07,-0.2106383704518889
2.2400000000000002e-07,-0.21437842167995858
2.2500000000000002e-07,-0.21816306308494193
2.26e-07,-0.2219923182912938
2.27e-07,-0.22586619783851447
2.28e-07,-0.2297846989472342
2.2900000000000003e-07,-0.2337478052879217
2.3000000000000002e-07,-0.23775548675240069
2.3100000000000002e-07,-0.2418076992283635
2.32e-07,-0.24590438437706766
2.33e-07,-0.25004546941440664
2.34e-07,-0.25423086689554314
2.3500000000000003e-07,-0.2584604745032964
2.3600000000000002e-07,-0.26273417484047445
2.3700000000000002e-07,-0.26705183522634335
2.3800000000000001e-07,-0.2714133074974245
2.39e-07,-0.27581842781281324
2.4000000000000003e-07,-0.2802670164642098
2.41e-07,-0.2847588776908549
2.42e-07,-0.2892937994995617
2.43e-07,-0.2938715534900345
2.44e-07,-0.2984918946856656
2.4500000000000004e-07,-0.30315456136999824
2.46e-07,-0.3078592749290461
2.4700000000000003e-07,-0.3126057396996554
2.48e-07,-0.31739364282409605
2.49e-07,-0.32222265411106654
2.5000000000000004e-07,-0.3270924259032956
2.51e-07,-0.33200259295192086
2.5200000000000003e-07,-0.33695277229782516
2.53e-07,-0.34194256316010563
2.54e-07,-0.346971546831851
2.55e-07,-0.3520392865833991
2.56e-07,-0.3571453275732436
2.5700000000000004e-07,-0.3622891967667557
2.58e-07,-0.3674704028628856
2.5900000000000003e-07,-0.3726884362290021
2.6e-07,-0.3779427688440276
2.61e-07,-0.38323285425002207
2.62e-07,-0.3885581275123641
2.63e-07,-0.3939180051886751
2.6400000000000003e-07,-0.39931188530662715
2.65e-07,-0.40473914735077265
2.66e-07,-0.41019915225852605
2.67e-07,-0.4156912424254272
2.68e-07,-0.42121474171980894
2.6900000000000004e-07,-0.42676895550698596
2.7e-07,-0.43235317068307916
2.7100000000000003e-07,-0.43796665571858207
2.72e-07,-0.4436086607117718
2.73e-07,-0.44927841745206165
2.74e-07,-0.4549751394933848
2.75e-07,-0.4606980222376957
2.7600000000000004e-07,-0.4664462430286668
2.77e-07,-0.4722189612556538
2.7800000000000003e-07,-0.47801531846799583
2.79e-07,-0.48383443849971003
2.8e-07,-0.48967542760463506
2.8100000000000004e-07,-0.49553737460206865
2.82e-07,-0.5014193510329404
2.8300000000000003e-07,-0.5073204113265518
2.84e-07,-0.5132395929779096
2.85e-07,-0.5191759167356721
2.86e-07,-0.5251283868007184
2.87e-07,-0.5310959910353452
2.8800000000000004e-07,-0.5370777011830891
2.89e-07,-0.5430724730991613
2.9000000000000003e-07,-0.5490792469914786
2.91e-07,-0.5550969476722625
2.92e-07,-0.5611244848201744
2.9300000000000004e-07,-0.5671607532529445
2.94e-07,-0.5732046332104437
2.9500000000000003e-07,-0.5792549906481445
2.96e-07,-0.5853106775409014
2.97e-07,-0.5913705321969812
2.98e-07,-0.5974333795822596
2.99e-07,-0.6034980316544964
3.0000000000000004e-07,-0.6095632877075906
3.01e-07,-0.6156279347257119
3.0200000000000003e-07,-0.6216907477471932
3.03e-07,-0.6277504902380653
3.04e-07,-0.6338059144751018
3.0500000000000004e-07,-0.6398557619382391
3.06e-07,-0.6458987637122254
3.0700000000000004e-07,-0.6519336408973454
3.08e-07,-0.6579591050290597
3.0900000000000003e-07,-0.663973858506392
3.1e-07,-0.669976595028884
3.11e-07,-0.6759660000419371
3.1200000000000004e-07,-0.6819407511903481
3.13e-07,-0.6878995187798392
3.1400000000000003e-07,-0.6938409662463759
3.15e-07,-0.6997637506330588
3.16e-07,-0.7056665230743688
3.1700000000000005e-07,-0.7115479292875367
3.18e-07,-0.7174066100708014
3.1900000000000004e-07,-0.7232412018083164
3.2e-07,-0.7290503369814543
3.2100000000000003e-07,-0.7348326446862543
3.22e-07,-0.7405867511567519
3.23e-07,-0.7463112802939205
3.2400000000000004e-07,-0.7520048541999546
3.25e-07,-0.7576660937176101
3.2600000000000003e-07,-0.76329361897432
3.27e-07,-0.7688860499307919
3.28e-07,-0.7744420069337908
3.29e-07,-0.7799601112728072
3.3e-07,-0.7854389857403006
3.3100000000000004e-07,-0.7908772551952111
3.32e-07,-0.7962735471294193
3.3300000000000003e-07,-0.8016264922368358
3.34e-07,-0.8069347249847962
3.35e-07,-0.8121968841874335
3.3600000000000004e-07,-0.817411613580694
3.37e-07,-0.8225775623986646
3.3800000000000004e-07,-0.8276933859508705
3.39e-07,-0.8327577462002039
3.4000000000000003e-07,-0.8377693123411386
3.41e-07,-0.8427267613778846
3.42e-07,-0.8476287787021358
3.4300000000000004e-07,-0.8524740586700582
3.44e-07,-0.8572613051781689
3.4500000000000003e-07,-0.8619892322377526
3.46e-07,-0.8666565645474607
3.47e-07,-0.8712620380637395
3.4800000000000005e-07,-0.8758044005687317
3.49e-07,-0.8802824122352958
3.5000000000000004e-07,-0.8846948461887891
3.51e-07,-0.8890404890652579
3.5200000000000003e-07,-0.8933181415656826
3.53e-07,-0.8975266190059231
3.54e-07,-0.9016647518620143
3.5500000000000004e-07,-0.905731386310459
3.56e-07,-0.9097253847631723
3.5700000000000003e-07,-0.913645626396729
3.58e-07,-0.917491007675572
3.59e-07,-0.921260442868839
3.6000000000000005e-07,-0.92495286456047
3.61e-07,-0.9285672241522602
3.6200000000000004e-07,-0.9321024923595276
3.63e-07,-0.9355576596990668
3.6400000000000003e-07,-0.9389317369690667
3.65e-07,-0.9422237557206721
3.66e-07,-0.9454327687208741
3.6700000000000004e-07,-0.948557850406423
3.68e-07,-0.9515980973284552
3.6900000000000004e-07,-0.9545526285875382
3.7e-07,-0.9574205862588399
3.7100000000000003e-07,-0.9602011358071341
3.7200000000000005e-07,-0.9628934664913628
3.73e-07,-0.9654967917584801
3.7400000000000004e-07,-0.9680103496263096
3.75e-07,-0.9704334030551546
3.7600000000000003e-07,-0.9727652403079085
3.77e-07,-0.9750051752984178
3.78e-07,-0.9771525479278599
3.7900000000000005e-07,-0.9792067244089037
3.8e-07,-0.9811670975774323
3.8100000000000004e-07,-0.9830330871916111
